BuyerRef	DeliveryDate	PaymentDuration	TotalPrice
394	2003-09-04	41	104502.55
394	2004-03-29	41	30316.03
394	2005-04-03	27	225916.9
394	2004-12-20	22	17784.52
394	2005-05-20	14	39035.86
394	2005-04-03	5	64572.3
395	2004-09-27	85	91059.89
395	2005-03-11	67	54745.07
395	2003-02-14	66	144529.28
395	2005-03-15	64	174487.56
395	2004-08-29	50	395343.02
395	2003-05-28	49	49653.52
395	2003-10-12	45	15528.41
395	2004-11-23	40	169526.58
395	2004-08-07	38	138019.85
395	2003-09-26	20	55960.41
395	2003-10-08	19	27270.47
395	2003-06-03	17	53326.36
395	2005-02-03	16	87009.56
395	2005-02-21	5	303872.72
395	2003-10-28	4	43145.77
395	2005-04-02	2	73720.67
396	2003-08-16	102	472275.34
396	2005-04-10	86	199865.2
396	2004-05-04	59	219047.21
396	2003-08-19	58	6831.05
396	2003-11-10	53	55935.8
396	2003-03-28	39	358815.51
396	2003-09-30	29	215872.95
396	2004-03-31	24	9587.46
396	2004-02-22	23	189384.36
396	2004-03-17	16	17537.74
396	2005-07-27	13	306765.74
396	2003-02-21	7	225443.92
397	2003-08-30	110	114011.88
397	2004-09-20	107	35057.73
397	2003-11-21	104	182811.19
397	2003-10-10	82	7407.92
397	2005-01-13	74	183361.46
397	2003-05-19	68	29844.04
397	2004-07-18	67	78734.01
397	2004-06-10	64	71636.17
397	2005-05-21	63	117056.24
397	2003-04-15	59	52906.2
397	2003-02-15	50	60933.11
397	2005-02-14	40	214740.31
397	2004-11-20	37	62405.08
397	2004-12-20	30	4583.14
397	2003-05-17	27	150218.35
397	2003-05-08	26	57605.94
397	2005-02-12	25	12406.03
397	2003-09-15	21	151099.58
397	2003-10-30	16	80472.06
397	2005-01-31	12	97589.44
397	2005-03-18	4	86097.77
398	2004-02-23	72	19618.78
398	2004-02-03	62	421315.96
398	2004-11-14	53	121661.51
398	2003-07-06	52	29348.51
398	2003-09-09	50	112039.56
398	2004-04-16	50	11958.69
398	2003-04-03	47	394767.41
398	2003-07-22	42	81233.51
398	2003-12-07	41	330014.04
398	2004-05-24	22	102649.3
398	2003-07-10	18	105740.26
398	2003-09-13	12	61226.12
398	2005-02-07	1	296314.91
399	2005-04-05	127	51110.19
399	2003-09-12	109	187231.79
399	2003-07-25	102	349433.69
399	2005-04-14	100	167616.24
399	2004-10-27	83	33365.52
399	2003-07-27	69	161815.18
399	2003-03-13	68	246489.3
399	2003-06-27	64	215808.07
399	2003-12-14	61	5002.83
399	2004-12-03	59	456336.09
399	2003-12-29	53	62409.25
399	2005-04-04	47	132139.68
399	2005-02-13	45	94161.1
399	2003-04-25	43	179466.68
399	2004-11-02	43	424637.42
399	2004-11-11	43	515993.81
399	2004-09-28	42	23610.38
399	2004-11-09	39	2623.32
399	2003-04-03	37	36617.7
399	2003-08-24	29	98727.88
399	2004-11-26	29	5795.4
399	2005-02-14	26	116081.66
399	2003-12-18	15	13616.79
399	2004-02-11	16	18427.25
399	2005-01-11	8	143644.37
400	2004-01-01	66	210859.21
400	2005-07-29	66	119271.59
400	2003-04-21	53	211076.05
400	2004-02-15	52	49142.44
400	2003-12-14	49	2983.57
400	2004-11-30	49	188756.35
400	2005-04-27	40	223971.92
400	2003-02-22	39	107162.24
400	2003-06-26	36	277481.83
400	2005-04-04	30	17925.3
400	2004-01-05	17	52840.26
400	2003-02-11	10	254912.25
400	2003-08-05	5	116071.37
400	2005-05-09	4	56980.15
401	2003-06-03	96	78201.71
401	2003-03-12	85	251079.73
401	2005-06-14	70	43913.89
401	2003-12-28	64	527602.68
401	2005-06-12	45	195942.7
401	2005-01-20	41	56213.35
401	2003-11-18	37	146393.7
401	2005-02-28	34	18089.32
401	2003-12-15	33	146487.28
401	2004-01-31	16	119858.33
401	2005-03-30	7	9132.9
402	2003-12-04	120	2865.38
402	2004-01-17	85	83977.55
402	2005-07-11	67	119677.48
402	2003-07-26	55	86869.64
402	2003-05-01	41	18400.3
402	2005-01-06	17	41475.25
402	2004-03-27	10	127849.47
402	2004-08-04	9	5871.21
402	2003-07-22	8	258536.18
402	2003-08-05	7	8142.1
402	2004-01-18	7	169181.92
402	2005-03-28	5	42247.63
403	2004-07-22	83	876528.31
403	2005-04-07	66	14392.72
403	2003-05-05	64	33284.05
403	2005-03-19	62	3577.8
403	2003-07-27	51	238710.94
403	2004-06-17	40	190010.55
403	2003-03-23	35	50003.7
403	2004-06-26	29	32230.07
403	2004-08-01	24	162902.03
403	2004-10-09	15	78932.4
403	2004-01-20	10	451651.96
403	2003-04-02	9	51258.7
403	2004-01-27	9	95028.65
403	2004-01-24	8	124621.17
403	2003-04-23	1	153299.27
404	2003-10-14	105	95134.72
404	2005-03-20	65	220447.41
404	2005-06-27	63	122572.29
404	2004-06-20	58	217579.34
404	2005-03-11	54	109077.65
404	2004-09-22	43	57448.47
404	2003-02-18	41	98073.96
404	2004-12-03	40	139544.07
404	2003-08-02	38	14252.49
404	2004-08-17	37	77075.11
404	2003-01-14	24	393730.74
404	2003-11-01	22	84282.83
404	2005-02-07	11	64301.65
404	2004-03-13	8	434.4
405	2005-03-29	88	32174.34
405	2005-07-08	82	165613.55
405	2004-08-26	69	108218.55
405	2004-01-17	63	325775.72
405	2003-07-18	62	204181.1
405	2004-12-27	49	320597.98
405	2005-05-26	49	547477.93
405	2004-03-09	42	135585.03
405	2004-01-07	41	124273.27
405	2004-08-08	41	84315.76
405	2003-11-22	40	22130.32
405	2003-12-24	28	318343.7
405	2004-08-28	27	49216.83
405	2004-06-12	23	112983.53
405	2003-04-17	12	237883.48
405	2003-06-24	12	964.5
405	2004-02-21	10	157173.39
405	2004-01-21	7	229441.55
405	2004-05-16	2	55466.07
406	2004-11-08	102	67601.69
406	2003-03-01	96	164796.49
406	2005-06-07	78	294524.15
406	2005-02-11	65	244260
406	2005-02-04	59	27302.17
406	2005-02-09	58	111538.41
406	2005-04-29	52	29972.47
406	2005-03-17	45	197936.84
406	2003-11-26	43	215680.92
406	2005-01-11	42	237058.99
406	2005-07-24	29	162450.09
406	2003-06-23	26	159649.76
406	2005-04-06	17	26208.61
406	2004-10-31	3	73868.89
406	2003-02-22	2	73397.21
407	2004-02-07	90	134206.63
407	2004-09-29	87	136135.29
407	2003-11-21	75	35054.34
407	2004-08-23	63	114117.41
407	2005-02-03	62	104424.02
407	2003-06-18	62	275617.14
407	2005-01-13	53	36719.78
407	2005-01-19	51	32681.02
407	2004-10-03	42	35032.08
407	2005-05-26	42	19165.7
407	2004-06-23	35	50483.27
407	2005-01-24	33	44975.44
407	2005-06-08	31	6335.28
407	2003-03-28	29	66084.69
407	2004-03-26	15	56514.21
407	2003-10-02	7	336501.56
407	2004-05-09	7	65736.53
407	2004-04-30	6	50625.49
407	2003-02-26	4	53492.78
408	2004-04-04	95	84785.23
408	2003-03-13	89	132171.28
408	2004-04-10	85	171271.42
408	2004-05-29	63	138423.92
408	2004-07-15	59	84036.34
408	2005-06-26	59	22735.08
408	2004-12-03	48	5057.8
408	2004-11-09	44	44185.32
408	2003-12-28	29	37635.81
408	2003-05-11	28	123874.44
408	2004-06-19	20	55442.72
408	2003-04-06	9	94314.08
408	2004-08-01	8	83873.83
408	2003-07-06	4	12643.44
409	2004-08-22	82	181066.83
409	2005-02-12	55	343275.79
409	2005-05-03	54	42362.54
409	2003-03-05	51	66336.12
409	2004-11-02	49	92770.91
409	2003-05-12	39	57800.6
409	2004-11-27	32	56497.88
409	2005-04-20	27	57903.77
409	2005-07-22	20	46930.64
409	2004-05-10	16	19583.99
409	2003-06-28	8	140122.53
409	2005-01-13	6	77937.58
409	2003-12-30	3	169825.53
409	2004-12-22	1	120086.19
410	2003-07-08	102	285145.93
410	2003-05-10	96	79161.56
410	2005-01-04	83	40250.77
410	2005-02-22	55	196776.65
410	2003-04-09	53	159180.97
410	2005-04-04	49	130200.22
410	2005-06-15	47	112797.08
410	2004-03-03	39	156369.09
410	2005-05-09	34	9058.82
410	2004-08-24	30	95270.68
410	2004-05-13	29	377944.25
410	2003-11-05	26	35516.99
410	2004-02-18	21	549053.94
411	2004-10-05	82	277819.07
411	2005-07-22	79	17730.51
411	2004-07-24	56	486659.18
411	2003-12-11	42	387873.74
411	2004-04-17	38	23283.9
411	2004-02-13	30	251191.65
411	2003-09-27	20	154812.69
411	2005-01-11	14	138928.58
411	2004-10-31	7	956255.61
411	2004-01-05	4	103097.78
411	2003-09-04	2	107380.12
411	2004-05-30	1	137876.51
412	2005-02-08	116	74386.9
412	2005-06-01	82	593968.5
412	2003-06-12	80	52578.44
412	2003-03-31	65	32165.16
412	2005-06-07	54	13947.54
412	2003-10-22	53	496258.86
412	2003-12-16	42	121135.4
412	2003-07-08	30	103214.56
412	2003-06-08	28	117628.64
412	2005-06-28	26	143556.29
412	2004-05-22	25	63535.37
412	2004-07-05	7	90554.18
413	2004-06-05	86	987676.82
413	2005-07-17	66	71842.05
413	2004-11-16	58	29482.8
413	2004-01-09	57	598772.93
413	2004-07-20	56	28572.61
413	2005-04-09	50	257229.25
413	2004-05-14	42	244792.09
413	2004-07-22	39	72091.23
413	2004-07-11	26	18068.54
413	2003-07-12	15	149846.14
413	2005-02-06	10	135180.55
414	2004-11-07	97	35228.1
414	2003-12-21	91	47276.64
414	2005-07-15	67	25913.45
414	2003-01-12	66	46640.3
414	2005-02-13	51	255883.67
414	2003-10-13	39	70362.59
414	2004-12-07	38	55390.8
414	2003-05-24	26	4751.56
414	2003-08-04	21	145827.6
414	2004-02-15	9	116360
414	2004-09-08	8	44157.62
415	2004-02-11	109	66620.12
415	2004-05-19	105	47388.07
415	2003-07-20	94	338076.99
415	2005-03-03	92	372938.33
415	2004-10-08	64	58383.89
415	2003-07-08	61	177516.73
415	2003-04-08	58	28744.43
415	2003-04-03	47	91438.62
415	2003-05-05	43	17827.92
415	2005-03-07	42	56636.05
415	2004-10-24	35	483382.21
415	2004-05-22	23	70642.71
415	2004-11-27	22	163039.53
415	2005-01-08	1	46400.58
416	2004-02-27	98	173727.68
416	2005-07-08	81	58851.7
416	2005-07-20	76	253984.5
416	2005-03-29	68	191271.43
416	2004-05-18	67	56065.36
416	2005-05-28	61	75844.53
416	2005-07-06	60	30244.77
416	2004-01-09	59	71064.52
416	2003-11-17	50	54403.86
416	2005-02-03	45	167919.34
416	2003-03-21	45	148135.39
416	2004-04-09	40	126031.49
416	2005-05-23	40	109107.75
416	2003-07-05	39	20240.88
416	2005-06-28	28	151429.36
416	2003-02-02	26	5179.16
416	2004-03-22	25	250375.27
416	2003-04-12	24	44355.23
416	2004-04-15	22	332179.71
416	2004-08-27	21	237468.4
416	2004-06-18	8	20135.67
416	2003-07-18	7	43188.42
417	2003-12-22	63	21524.01
417	2004-04-06	62	131862.85
417	2003-09-17	50	6582.8
417	2003-11-28	49	11795.48
417	2005-04-20	42	112903.44
417	2005-07-24	42	303372.1
417	2004-10-22	36	42729.21
417	2003-05-04	29	68288.38
417	2003-05-29	29	51196.35
417	2005-07-25	1	26432.56
418	2003-10-10	93	84317.21
418	2003-07-07	77	111413.67
418	2005-05-18	73	84370.25
418	2005-05-11	72	90505.58
418	2003-12-11	71	85727.31
418	2005-07-24	57	29177.31
418	2004-12-25	52	25892.79
418	2003-10-03	50	234514.81
418	2003-04-09	48	75238.23
418	2005-05-10	41	253667.19
418	2003-07-30	40	58589.35
418	2003-03-10	32	84999.03
418	2004-12-07	28	298311.88
418	2003-07-10	27	43074.74
418	2005-03-20	24	83899.53
418	2005-06-20	21	373283.61
419	2005-04-28	127	56599.86
419	2005-07-16	76	14204.48
419	2004-11-06	67	16171.87
419	2005-02-22	66	338708.27
419	2005-03-28	52	14785.01
419	2004-03-02	28	301874.52
419	2005-01-19	28	28777.23
419	2003-11-25	27	190013.88
419	2005-02-03	25	227112.85
419	2004-01-28	19	189792.3
419	2003-03-30	17	293903.21
419	2004-09-11	2	170293.98
420	2004-10-07	115	124133.46
420	2004-04-23	96	89117.98
420	2003-08-08	80	620251.97
420	2003-05-26	66	27319.14
420	2005-05-31	44	114601.67
420	2004-02-15	42	283130.6
420	2004-09-30	38	115787.6
420	2005-06-06	29	103585.18
420	2004-08-15	24	19822.17
420	2003-11-05	10	39822.54
421	2004-06-29	90	298879.08
421	2004-01-26	88	35205.45
421	2004-03-22	87	30791.17
421	2004-06-13	84	21022.48
421	2004-04-03	81	11460.96
421	2004-02-19	73	70129.97
421	2004-08-18	62	445694.75
421	2005-05-08	57	52394.79
421	2004-12-08	47	36789.26
421	2003-04-19	45	91318.2
421	2004-10-08	42	34434.44
421	2004-05-06	41	28650.7
421	2003-08-13	40	57964.86
421	2003-07-27	37	46442.61
421	2003-08-22	36	202587.75
421	2004-01-20	21	38700.11
421	2004-07-08	21	158240.57
421	2003-07-09	9	73177.18
421	2003-04-12	4	2066.22
422	2004-12-18	83	134159.08
422	2004-03-20	65	235147.57
422	2003-05-16	55	34554.59
422	2004-02-28	52	131698.83
422	2004-06-07	29	59338.84
423	2003-02-18	108	2538
423	2004-08-11	67	50817.5
423	2003-03-16	58	143037.44
423	2004-03-04	53	102069.27
423	2003-09-19	48	114908.21
423	2005-04-25	46	69196.27
423	2003-11-24	42	48438.03
423	2003-09-17	28	138491.69
423	2005-03-01	26	32070.78
423	2004-05-15	1	13753.11
424	2005-01-18	98	546371.48
424	2003-06-05	72	63909.49
424	2003-03-07	67	6811.56
424	2004-08-09	61	210637.35
424	2004-02-26	59	400864.76
424	2003-04-11	53	135563.81
424	2004-02-15	52	373925.64
424	2004-01-28	49	15323.19
424	2003-12-20	48	537785.25
424	2004-03-28	28	36591.63
424	2004-05-30	12	487183.34
424	2003-08-14	7	10782.4
424	2003-07-03	6	36799.36
425	2003-04-25	114	86941
425	2004-03-14	78	129651.94
425	2005-06-24	67	70376.22
425	2005-01-14	62	61931.7
425	2004-05-11	55	70766.47
425	2003-06-14	38	54699.3
425	2003-05-15	31	136991.99
425	2003-11-23	26	7125.88
425	2004-12-29	22	127570.56
425	2004-05-12	12	107760.31
426	2003-09-09	102	213415.84
426	2003-07-27	88	166096.95
426	2003-02-27	83	70168.27
426	2005-05-13	59	28397.83
426	2005-07-20	59	64900.54
426	2004-10-04	58	220377.06
426	2005-02-23	53	24699.72
426	2005-04-06	40	196117.54
426	2005-05-09	18	453015.22
426	2004-05-06	16	206863.47
426	2004-10-18	16	353260.33
426	2003-01-25	4	40001.83
427	2004-03-14	95	15099.61
427	2004-11-30	69	413149.99
427	2003-03-21	63	385058.43
427	2003-07-03	53	9466.15
427	2004-07-19	53	3497.35
427	2005-05-16	53	60668.19
427	2004-11-27	28	166369.76
427	2003-02-08	26	89900.62
427	2005-06-07	22	57873.89
427	2003-03-23	16	563190.48
427	2003-05-03	16	108039.66
427	2003-03-13	13	235609.91
427	2003-03-04	11	135380.23
428	2004-11-24	87	40873.89
428	2003-03-07	79	12782.81
428	2005-07-30	78	451760.94
428	2003-03-23	70	53988.09
428	2005-06-19	61	66318.73
428	2005-06-09	53	71984.5
428	2005-07-02	51	102726.98
428	2003-11-17	50	59560.55
428	2004-09-17	50	72975.02
428	2005-02-18	46	204059.54
428	2004-10-04	39	250283.26
428	2003-07-02	37	153693.17
428	2003-10-07	36	21275.62
428	2005-04-15	27	31967.56
428	2005-07-15	16	199599.68
428	2003-12-17	9	29515.08
428	2004-03-01	6	51182.1
429	2004-12-19	115	44956.88
429	2003-11-19	104	157886.92
429	2004-01-29	89	73145.04
429	2005-02-03	84	178464.09
429	2004-03-19	61	151782.16
429	2003-02-12	55	190618.36
429	2005-06-26	49	635137.56
429	2003-04-05	46	66195
429	2004-11-27	25	32541.34
429	2004-08-20	19	53350.02
429	2004-12-27	14	31629.4
429	2005-02-02	7	264275.08
429	2003-08-30	4	311501.33
429	2004-01-12	2	316266.96
430	2003-06-20	115	61357.92
430	2005-01-27	98	178144.43
430	2003-06-30	87	92936.8
430	2004-04-08	69	206554.91
430	2003-02-08	67	18469.41
430	2004-12-27	60	46563.71
430	2003-04-18	19	21638.25
430	2003-12-06	19	259875.36
430	2004-11-09	19	151623.38
430	2004-11-21	18	79301
430	2005-04-29	17	169632.11
430	2004-09-15	14	828039.96
430	2004-10-09	12	11684.48
431	2004-12-05	91	71099.78
431	2005-05-31	81	5195.54
431	2004-02-26	68	14208.74
431	2004-09-05	67	705064.13
431	2005-07-12	64	251110.47
431	2005-01-30	60	41478.82
431	2003-03-22	59	37868.95
431	2004-12-04	56	7813.88
431	2004-09-16	46	19020.4
431	2004-01-01	26	153479.94
431	2003-06-07	25	349495.81
431	2003-11-23	21	29092.87
431	2004-07-25	11	55609.92
431	2004-07-12	8	49389.75
431	2005-04-15	7	574175.29
431	2004-02-16	6	140206.15
431	2004-03-03	4	37811.2
432	2004-08-27	91	158689.48
432	2003-07-23	76	12838.83
432	2005-07-26	65	33086.68
432	2004-12-30	62	10313.76
432	2005-03-22	53	32866.5
432	2004-10-10	49	23460.58
432	2005-01-29	43	140921.49
432	2004-09-01	36	68756.08
432	2004-05-01	27	1938.33
432	2003-12-21	21	33968.99
432	2005-05-14	20	259150.45
432	2003-05-02	18	255453.12
432	2005-02-19	12	275238.79
432	2004-03-15	10	60639.49
432	2004-01-03	9	35882.98
432	2005-04-01	8	320086.71
432	2004-06-16	4	119632.49
432	2005-01-29	2	97742.25
433	2003-11-14	66	101791.43
433	2004-06-01	63	27079.76
433	2004-11-26	55	52431.52
433	2003-12-05	53	50789.59
433	2004-02-10	45	19045.08
433	2005-01-19	44	248061.94
433	2005-03-20	44	106998.26
433	2003-11-22	42	173293.9
433	2003-05-09	37	34265.79
433	2003-06-08	29	153589.85
433	2004-07-27	25	21671.56
433	2004-12-09	24	92864.25
434	2004-01-04	109	13087.59
434	2003-03-23	100	45217.04
434	2003-04-27	90	36775.71
434	2005-06-08	79	228534.9
434	2003-10-22	55	106415.74
434	2004-02-26	50	9268.08
434	2003-08-08	41	220713.11
434	2003-08-12	38	136603.54
434	2005-05-04	29	41291.79
434	2003-07-19	21	23016.08
434	2004-11-07	19	411403.44
434	2004-12-14	8	14008.74
434	2004-09-22	6	32349.32
434	2004-10-24	3	28505.84
435	2004-06-06	86	17397.22
435	2004-10-18	57	106751.28
435	2005-03-20	54	96376.32
435	2004-02-05	53	71137.4
435	2004-04-23	49	44354.91
435	2003-11-28	47	355662.65
435	2005-06-23	46	90719.42
435	2005-05-07	40	20155.45
435	2005-05-06	39	212.34
435	2004-08-29	38	53374.26
435	2005-05-23	38	193054.98
435	2004-05-25	37	640601.12
435	2004-07-05	31	89888.75
435	2004-08-05	27	303764.35
435	2004-04-23	22	300623.7
435	2003-08-22	18	70099.99
435	2004-12-26	17	86308.26
435	2004-04-12	12	217721.49
435	2003-02-06	9	166025.65
436	2003-12-09	116	454457.38
436	2003-08-11	115	296801.61
436	2004-02-17	109	112253.01
436	2004-04-28	90	48131.19
436	2004-10-14	87	84970.6
436	2004-05-24	69	329472.93
436	2003-03-12	66	185586.82
436	2005-04-22	55	110283.37
436	2003-10-06	49	11894.4
436	2003-03-03	44	497882.93
436	2004-04-29	41	412007.38
436	2004-12-14	28	77723.87
436	2005-05-22	28	72496.49
436	2005-06-12	27	170983.37
436	2004-05-10	15	20729.29
436	2005-06-24	13	20296.71
436	2003-05-08	5	119647.26
437	2003-11-19	113	62112.36
437	2005-04-23	106	11575.21
437	2005-05-03	95	230210.47
437	2004-02-27	87	251491.89
437	2005-07-18	57	125775.76
437	2005-06-23	43	60548.96
437	2004-07-29	37	393286.71
437	2003-09-05	21	488492.42
437	2004-12-09	18	138706.59
437	2003-08-23	15	28313.9
437	2004-01-13	15	69514.43
437	2005-02-10	6	215767.17
437	2004-10-24	6	130277.24
437	2004-01-29	3	165766.6
437	2004-02-19	4	160746.45
437	2003-12-18	1	177658.6
438	2003-04-16	99	1721.48
438	2004-07-24	68	106938.16
438	2004-04-05	57	117490.05
438	2004-03-15	50	54815.23
438	2005-01-15	47	174529.73
438	2005-07-06	42	27938.93
438	2003-03-27	37	437279.71
438	2005-05-11	29	235907.52
438	2004-10-04	28	33035.16
438	2004-11-09	21	45443.36
438	2003-10-01	19	132686.13
438	2004-09-11	17	39325.56
438	2004-11-30	10	13094.1
438	2005-01-07	9	22173.59
438	2004-12-27	6	109281.18
438	2003-05-26	5	30514.44
438	2003-10-19	4	233261.19
439	2004-10-23	83	135928.49
439	2003-08-27	76	91066.91
439	2004-01-30	75	69097.22
439	2003-08-02	69	5323.23
439	2003-08-10	64	23421.64
439	2005-05-28	64	150328.25
439	2005-01-12	63	29480.55
439	2004-04-11	55	134134.09
439	2004-05-22	53	280228.12
439	2005-07-03	50	14855.2
439	2003-05-26	37	52217.32
439	2005-04-13	31	205542.69
439	2004-11-26	29	18083.94
439	2005-03-03	23	241273.97
439	2003-08-25	9	68859.58
439	2004-09-25	6	372928.11
439	2004-04-22	1	111441.21
440	2004-08-04	105	1883.44
440	2005-02-28	79	273941.48
440	2005-07-31	80	210197.85
440	2004-12-30	71	104466.92
440	2005-03-30	60	73937.36
440	2003-07-20	44	13333.84
440	2004-06-21	44	300316.94
440	2004-12-13	43	321215.46
440	2003-03-03	42	28816.78
440	2005-01-22	38	7685.66
440	2005-05-17	38	9135.14
440	2004-03-31	36	76934.15
440	2004-03-19	30	192885.35
440	2005-03-05	20	207395.62
440	2004-05-27	10	13644.48
440	2003-12-08	4	2381.12
440	2003-10-02	1	241226.09
441	2003-06-13	82	50616.23
441	2003-09-20	67	39943.54
441	2003-08-15	65	38118.72
441	2005-03-13	65	5766.55
441	2003-03-18	64	158839.25
441	2004-05-13	64	15056.93
441	2005-05-17	37	123423.44
441	2004-11-29	28	131314.83
441	2004-01-28	18	55070.06
441	2004-06-27	7	117076.47
441	2004-06-19	6	273410.15
442	2004-12-30	86	16048.32
442	2005-01-07	79	43932.31
442	2004-08-18	73	4607.36
442	2004-03-30	66	183208.13
442	2005-06-28	65	148257.24
442	2003-10-29	60	23036.61
442	2005-02-10	54	97193.81
442	2003-03-19	52	274214.2
442	2003-08-27	43	16248.28
442	2003-07-31	41	185591.43
442	2005-03-03	31	230477.19
442	2004-12-23	28	57708.73
442	2003-07-06	27	139841.1
442	2005-07-24	24	417468.25
442	2005-02-24	11	92553.12
442	2003-07-18	9	7919.68
442	2003-07-08	7	24725.38
442	2003-03-21	3	926.3
442	2004-06-20	2	46353.79
443	2003-05-10	99	319350.51
443	2005-05-29	69	389167.5
443	2003-12-09	65	78371.75
443	2003-11-16	62	18796.18
443	2003-02-25	61	43011.67
443	2004-01-28	58	222777.68
443	2003-06-21	49	188361.08
443	2003-12-12	45	252566.48
443	2003-06-12	38	67795.06
443	2003-08-26	36	76998.06
443	2003-04-28	35	10961.96
443	2005-03-01	23	60099.89
443	2003-10-13	21	44765.26
443	2003-06-25	12	86929.01
443	2003-03-07	7	39325.93
443	2003-03-01	6	146380.51
443	2004-07-19	5	12593.33
443	2004-12-12	5	270503.27
444	2003-04-22	83	246389.71
444	2003-11-24	59	34262.21
444	2003-09-08	51	41480.68
444	2004-11-06	51	39710.12
444	2003-04-10	48	122161.2
444	2004-06-12	44	129184.66
444	2004-10-26	37	17806.35
444	2004-06-02	28	294944.57
444	2005-07-03	15	768608.35
444	2005-06-22	14	203881.69
444	2004-11-29	8	17837.06
444	2004-07-23	4	22643.07
444	2005-06-12	2	53555.52
445	2003-10-05	119	13427.7
445	2005-06-20	82	22748.42
445	2005-04-14	66	106168.91
445	2004-12-25	59	102325.96
445	2005-01-17	50	29146.4
445	2003-08-29	49	35131.71
445	2003-06-02	44	111566.98
445	2005-04-14	39	364687.41
445	2003-10-21	37	170805.4
445	2004-05-07	20	249376.32
445	2005-01-19	18	245533.21
445	2003-04-19	15	28002.17
445	2003-02-17	7	184507.13
445	2003-07-28	6	33084.6
446	2004-10-23	105	99568.91
446	2003-03-26	82	54574.27
446	2004-05-25	58	120097.29
446	2005-06-15	51	210148.75
446	2003-11-07	50	279293.03
446	2004-01-13	44	40034.04
446	2003-04-07	39	521241.64
446	2004-02-18	23	96296.58
446	2003-10-22	16	10117.44
446	2003-05-31	12	1175.52
446	2003-12-26	5	91198.6
447	2003-12-06	105	22174.23
447	2004-06-22	71	144906.75
447	2003-10-13	67	207949.28
447	2003-05-20	65	16367.54
447	2003-08-29	61	89188.9
447	2005-06-30	59	106973.83
447	2005-02-06	53	11135.2
447	2005-07-09	41	236414.78
447	2004-10-29	38	71786.73
447	2003-12-07	37	39190.25
447	2004-04-03	25	36655.14
447	2004-06-11	19	46361.68
447	2005-06-05	16	322985.94
447	2003-04-04	14	265878.95
448	2005-06-04	83	105318.05
448	2004-01-11	64	57180.28
448	2004-09-22	61	183991.81
448	2004-07-12	49	1047713.42
448	2004-11-28	43	131060.25
448	2005-06-23	36	196580.77
448	2004-12-17	28	62902.14
448	2005-06-09	17	95952.9
448	2003-09-26	8	92553.08
448	2003-10-15	7	52333.62
448	2005-01-27	1	175700.1
449	2003-04-19	102	45078.1
449	2003-05-30	85	26106.48
449	2005-07-02	82	12025.47
449	2003-02-06	76	364103.47
449	2003-04-20	62	15732.41
449	2004-02-18	58	21481.75
449	2003-01-27	11	172972.08
449	2004-11-12	11	71651.31
450	2003-03-21	116	3005.27
450	2004-02-21	89	177579.58
450	2005-05-05	83	388477.96
450	2004-07-18	82	45247.03
450	2004-03-13	80	46594.5
450	2005-07-11	80	27184.7
450	2005-04-26	75	38394.42
450	2003-08-17	65	40849.07
450	2005-06-16	63	27736.1
450	2004-08-13	61	31608.28
450	2005-03-16	59	173629.94
450	2003-06-28	57	5642.12
450	2004-07-09	55	287787.8
450	2004-02-25	55	142426.09
450	2005-06-17	53	46184.2
450	2003-03-15	50	89928.29
450	2004-04-16	45	14427.12
450	2003-06-24	37	63008.88
450	2003-09-03	28	510992.01
450	2004-02-06	19	181100.54
450	2003-07-07	15	96551.79
450	2003-05-22	3	64202.46
451	2004-03-21	86	136007.13
451	2005-06-12	80	189007.11
451	2003-08-01	72	164323.13
451	2004-01-18	64	14554.31
451	2003-04-10	62	616857.45
451	2005-02-09	61	232271.78
451	2005-07-07	62	111280.9
451	2005-05-12	54	8744.4
451	2004-12-26	51	53143.36
451	2004-08-18	28	61382.26
451	2004-12-21	11	54892.02
451	2003-08-05	9	15258.44
451	2003-07-27	9	31359.44
451	2003-05-24	7	39125.68
452	2004-03-01	103	75827.32
452	2003-12-19	96	23943.14
452	2004-05-28	71	95298.59
452	2005-06-03	58	549466.79
452	2004-07-05	55	155268.15
452	2003-06-11	36	277312.42
452	2004-11-06	27	60824.21
452	2003-04-02	26	747164.83
452	2003-04-28	19	72874.23
452	2004-12-01	11	76655.38
452	2004-04-18	9	133399.82
452	2005-03-02	9	112345.67
453	2004-11-24	97	29798.15
453	2004-04-02	86	224582.86
453	2005-04-25	82	166058.76
453	2003-06-17	73	98806.76
453	2005-03-09	65	306118.36
453	2004-10-22	62	22372.58
453	2005-07-08	54	61894.23
453	2003-05-06	45	10877.9
453	2003-11-08	44	724491.83
453	2005-05-13	43	50939.79
453	2004-01-25	39	138125.88
453	2003-03-14	36	2438.64
453	2004-09-18	22	43463.46
453	2003-02-28	14	56417.88
453	2004-08-18	8	96371.2
454	2004-07-27	87	75245.76
454	2003-05-01	84	24370.81
454	2004-07-20	67	57269.31
454	2003-05-25	60	148151.48
454	2004-01-24	53	21549.87
454	2003-11-17	52	170328.15
454	2003-04-25	51	411954.78
454	2003-04-25	49	144815.55
454	2003-01-29	47	186593.36
454	2005-06-19	43	206123.38
454	2003-10-08	36	533610.82
454	2004-08-02	29	40459.78
454	2004-09-14	26	84967.24
454	2004-04-17	22	57672.97
454	2003-06-15	18	52350.53
454	2004-03-26	13	186492.19
454	2003-08-27	9	83250.65
454	2003-08-21	8	159411.55
455	2004-02-05	83	135814.13
