PRODUCT;STORE;TDATE;CUSTNUM;UNITS;PROMOTION
Riesling;NC1;2000-01-18 0:00:00;178;2;1
Brut--Reserve;NC2;2000-01-04 0:00:00;178;4;1
Cabernet Sauvignon;NW3;2000-01-21 0:00:00;179;5;1
Chardonnay;MW1;2000-01-08 0:00:00;179;1;1
Pinot Noir;SW4;2000-01-31 0:00:00;179;4;1
Brut--Reserve;NC3;2000-01-09 0:00:00;179;3;1
Cabernet Sauvignon;MC2;2000-01-28 0:00:00;179;1;1
Chardonnay;MC3;2000-01-09 0:00:00;179;4;1
Cabernet Sauvignon;SE2;2000-01-05 0:00:00;180;4;1
Zinfandel Blanc;NW1;2000-01-15 0:00:00;180;2;1
Zinfandel Blanc;NW2;2000-01-06 0:00:00;180;3;1
Cabernet Sauvignon;MW2;2000-01-11 0:00:00;180;2;1
Riesling;NC2;2000-01-17 0:00:00;180;2;1
Sauvignon Blanc;NC3;2000-01-02 0:00:00;180;3;1
Claret;NE3;2000-01-28 0:00:00;181;4;1
Cabernet Sauvignon;SE2;2000-01-20 0:00:00;181;4;1
Cabernet Sauvignon;SE2;2000-01-25 0:00:00;181;1;1
Riesling;MW3;2000-01-15 0:00:00;181;5;1
Riesling;MW3;2000-01-31 0:00:00;181;2;1
Chardonnay;SW3;2000-01-29 0:00:00;181;4;1
Brut--Reserve;SW4;2000-01-31 0:00:00;181;4;1
Chablis;NE2;2000-01-11 0:00:00;182;3;1
Cabernet Sauvignon;NW2;2000-01-05 0:00:00;182;4;1
Chardonnay;NC3;2000-01-24 0:00:00;182;5;1
Blanc de Blanc Brut;MC1;2000-01-09 0:00:00;182;3;1
Zinfandel Blanc;MC2;2000-01-14 0:00:00;182;2;1
Cabernet Sauvignon;SE3;2000-01-16 0:00:00;183;1;1
Sauvignon Blanc;NW1;2000-01-12 0:00:00;183;4;1
Merlot;SW1;2000-01-08 0:00:00;183;2;1
Claret;NC2;2000-01-22 0:00:00;183;3;1
Riesling;NW3;2000-01-17 0:00:00;184;4;1
Brut--Reserve;MW3;2000-01-17 0:00:00;184;4;1
Riesling;MW3;2000-01-14 0:00:00;184;4;1
Riesling;MC2;2000-01-15 0:00:00;184;4;1
Chablis;NW1;2000-01-14 0:00:00;185;2;1
Cabernet Sauvignon;NW3;2000-01-03 0:00:00;185;4;1
Merlot;NC3;2000-01-07 0:00:00;185;1;1
Pinot Noir;NC3;2000-01-13 0:00:00;185;3;1
Merlot;MC3;2000-01-13 0:00:00;185;3;1
Zinfandel Blanc;NW2;2000-01-27 0:00:00;186;3;1
Brut--Reserve;MW2;2000-01-09 0:00:00;186;3;1
Chardonnay;SW2;2000-01-30 0:00:00;186;4;1
Pinot Noir;NC3;2000-01-23 0:00:00;186;2;1
Zinfandel Blanc de Noir;MC1;2000-01-02 0:00:00;186;1;1
Pinot Noir;MC2;2000-01-11 0:00:00;186;2;1
Riesling;NE1;2000-01-06 0:00:00;187;4;1
Brut--Reserve;MW1;2000-01-22 0:00:00;187;4;1
Sauvignon Blanc;MW1;2000-01-15 0:00:00;187;4;1
Blanc de Blanc Brut;SW1;2000-01-22 0:00:00;187;5;1
Claret;SW1;2000-01-17 0:00:00;187;2;1
Claret;SW3;2000-01-23 0:00:00;187;2;1
Cabernet Sauvignon;NC2;2000-01-28 0:00:00;187;1;1
Zinfandel Blanc de Noir;MC2;2000-01-26 0:00:00;187;3;1
Cabernet Sauvignon;SE3;2000-01-13 0:00:00;188;4;1
Zinfandel Blanc;SW3;2000-01-28 0:00:00;188;5;1
Riesling;SW4;2000-01-03 0:00:00;188;4;1
Brut--Reserve;NC2;2000-01-28 0:00:00;188;2;1
Brut--Reserve;NC2;2000-01-06 0:00:00;188;3;1
Brut--Reserve;NC2;2000-01-27 0:00:00;188;2;1
Claret;SE2;2000-01-16 0:00:00;189;1;1
Blanc de Blanc Brut;SW3;2000-01-20 0:00:00;189;4;1
Riesling;NC3;2000-01-10 0:00:00;189;1;1
Cabernet Sauvignon;MC1;2000-01-23 0:00:00;189;2;1
Chablis;MC1;2000-01-30 0:00:00;189;3;1
Pinot Noir;MC2;2000-01-20 0:00:00;189;3;1
Chardonnay;MC3;2000-01-27 0:00:00;189;2;1
Brut--Reserve;NW2;2000-01-05 0:00:00;190;1;1
Cabernet Sauvignon;SW1;2000-01-02 0:00:00;190;2;1
Merlot;SW1;2000-01-10 0:00:00;190;1;1
Sauvignon Blanc;SW1;2000-01-22 0:00:00;190;3;1
Cabernet Sauvignon;NC3;2000-01-09 0:00:00;190;5;1
Claret;MC3;2000-01-17 0:00:00;190;4;1
Riesling;NW1;2000-01-31 0:00:00;191;1;1
Zinfandel Blanc de Noir;NW2;2000-01-04 0:00:00;191;2;1
Cabernet Sauvignon;MW2;2000-01-30 0:00:00;191;4;1
Brut--Reserve;SW3;2000-01-14 0:00:00;191;3;1
Merlot;NC3;2000-01-10 0:00:00;191;1;1
Blanc de Blanc Brut;MC1;2000-01-26 0:00:00;191;5;1
Cabernet Sauvignon;MC2;2000-01-18 0:00:00;191;1;1
Claret;MC2;2000-01-03 0:00:00;191;1;1
Claret;SE2;2000-01-25 0:00:00;192;4;1
Blanc de Blanc Brut;SW1;2000-01-21 0:00:00;192;2;1
Riesling;NC2;2000-01-18 0:00:00;192;4;1
Cabernet Sauvignon;NE2;2000-01-27 0:00:00;193;3;1
Chardonnay;SE1;2000-01-29 0:00:00;193;4;1
Zinfandel Blanc de Noir;SE2;2000-01-02 0:00:00;193;3;1
Zinfandel Blanc de Noir;NW1;2000-01-02 0:00:00;193;1;1
Claret;NW2;2000-01-29 0:00:00;193;2;1
Zinfandel Blanc;SW3;2000-01-24 0:00:00;193;1;1
Chablis;NC1;2000-01-21 0:00:00;193;2;1
Sauvignon Blanc;SE1;2000-01-29 0:00:00;194;4;1
Sauvignon Blanc;MW3;2000-01-02 0:00:00;194;5;1
Sauvignon Blanc;SW4;2000-01-27 0:00:00;194;4;1
Blanc de Blanc Brut;NC2;2000-01-19 0:00:00;194;2;1
Pinot Noir;NW3;2000-01-02 0:00:00;195;2;1
Blanc de Blanc Brut;SW4;2000-01-04 0:00:00;195;2;1
Sauvignon Blanc;MC2;2000-01-08 0:00:00;195;3;1
Cabernet Sauvignon;NE1;2000-01-16 0:00:00;196;5;1
Claret;MW1;2000-01-20 0:00:00;196;3;1
Cabernet Sauvignon;SW3;2000-01-17 0:00:00;196;1;1
Brut--Reserve;SW4;2000-01-11 0:00:00;196;4;1
Pinot Noir;MC3;2000-01-01 0:00:00;196;3;0
Zinfandel Blanc;NE1;2000-01-08 0:00:00;197;4;1
Zinfandel Blanc;ME2;2000-01-22 0:00:00;197;3;1
Brut--Reserve;NW1;2000-01-18 0:00:00;197;4;1
Pinot Noir;MW2;2000-01-07 0:00:00;197;4;1
Claret;NC1;2000-01-17 0:00:00;197;2;1
Chardonnay;MC1;2000-01-03 0:00:00;197;2;1
Riesling;MC2;2000-01-13 0:00:00;197;5;1
Riesling;MC1;2000-01-06 0:00:00;198;2;1
Sauvignon Blanc;NE1;2000-01-26 0:00:00;199;2;1
Brut--Reserve;NE2;2000-01-29 0:00:00;199;2;1
Chardonnay;NE2;2000-01-13 0:00:00;199;1;1
Blanc de Blanc Brut;NW3;2000-01-06 0:00:00;199;4;1
Sauvignon Blanc;SW2;2000-01-25 0:00:00;199;4;1
Brut--Reserve;SW3;2000-01-14 0:00:00;199;5;1
Chablis;NC3;2000-01-08 0:00:00;199;3;1
Blanc de Blanc Brut;SE1;2000-01-08 0:00:00;200;1;1
Brut--Reserve;MW3;2000-01-26 0:00:00;200;2;1
Merlot;MW3;2000-01-24 0:00:00;200;3;1
Brut--Reserve;MC3;2000-01-27 0:00:00;200;4;1
Riesling;MW1;2000-01-15 0:00:00;201;3;1
Blanc de Blanc Brut;SW2;2000-01-30 0:00:00;201;4;1
Cabernet Sauvignon;MC3;2000-01-18 0:00:00;201;3;1
Sauvignon Blanc;NW2;2000-01-17 0:00:00;202;2;1
Sauvignon Blanc;NW3;2000-01-10 0:00:00;202;3;1
Pinot Noir;SW2;2000-01-16 0:00:00;202;3;1
Zinfandel Blanc;SW4;2000-01-15 0:00:00;202;2;1
Brut--Reserve;MC1;2000-01-24 0:00:00;202;3;1
Brut--Reserve;MC3;2000-01-27 0:00:00;202;1;1
Chardonnay;SE1;2000-01-05 0:00:00;203;5;1
Merlot;SE2;2000-01-07 0:00:00;203;3;1
Blanc de Blanc Brut;MW2;2000-01-12 0:00:00;203;2;1
Cabernet Sauvignon;MW2;2000-01-11 0:00:00;203;1;1
Claret;SW2;2000-01-22 0:00:00;203;1;1
Claret;NC2;2000-01-08 0:00:00;203;3;1
Sauvignon Blanc;MC2;2000-01-10 0:00:00;203;4;1
Blanc de Blanc Brut;NE2;2000-01-15 0:00:00;204;4;1
Sauvignon Blanc;SW2;2000-01-25 0:00:00;204;2;1
Cabernet Sauvignon;SW3;2000-01-13 0:00:00;204;4;1
Sauvignon Blanc;SW3;2000-01-22 0:00:00;204;1;1
Blanc de Blanc Brut;NC2;2000-01-25 0:00:00;204;2;1
Riesling;NE2;2000-01-30 0:00:00;205;2;1
Merlot;ME1;2000-01-27 0:00:00;205;2;1
Chablis;SE2;2000-01-11 0:00:00;205;1;1
Riesling;MW3;2000-01-13 0:00:00;205;3;1
Zinfandel Blanc;SW4;2000-01-29 0:00:00;205;2;1
Riesling;NC1;2000-01-22 0:00:00;205;4;1
Pinot Noir;NE1;2000-01-08 0:00:00;206;3;1
Blanc de Blanc Brut;SW1;2000-01-30 0:00:00;206;4;1
Blanc de Blanc Brut;NE1;2000-01-29 0:00:00;207;3;1
Riesling;SE1;2000-01-03 0:00:00;207;4;1
Blanc de Blanc Brut;SW1;2000-01-31 0:00:00;207;3;1
Blanc de Blanc Brut;NC1;2000-01-14 0:00:00;207;2;1
Cabernet Sauvignon;NW2;2000-01-19 0:00:00;208;2;1
Zinfandel Blanc;SW2;2000-01-17 0:00:00;208;4;1
Chardonnay;NC1;2000-01-14 0:00:00;208;3;1
Claret;MW3;2000-01-06 0:00:00;209;4;1
Merlot;MC2;2000-01-01 0:00:00;209;3;0
Blanc de Blanc Brut;MC3;2000-01-06 0:00:00;209;3;1
Claret;NE1;2000-01-10 0:00:00;210;2;1
Sauvignon Blanc;SW2;2000-01-20 0:00:00;210;3;1
Claret;SW4;2000-01-25 0:00:00;210;5;1
Blanc de Blanc Brut;NC1;2000-01-29 0:00:00;210;3;1
Sauvignon Blanc;NC3;2000-01-14 0:00:00;210;5;1
Zinfandel Blanc de Noir;MC3;2000-01-19 0:00:00;210;1;1
Riesling;NE3;2000-01-27 0:00:00;211;2;1
Chardonnay;MW3;2000-01-04 0:00:00;211;2;1
Claret;NC3;2000-01-15 0:00:00;211;4;1
Chardonnay;MC2;2000-01-05 0:00:00;211;3;1
Zinfandel Blanc;MC2;2000-01-06 0:00:00;211;2;1
Blanc de Blanc Brut;NE1;2000-01-28 0:00:00;212;5;1
Merlot;NE1;2000-01-14 0:00:00;213;3;1
Brut--Reserve;NE3;2000-01-13 0:00:00;213;2;1
Zinfandel Blanc de Noir;NW1;2000-01-25 0:00:00;213;4;1
Pinot Noir;NW2;2000-01-05 0:00:00;213;2;1
Blanc de Blanc Brut;SW2;2000-01-03 0:00:00;213;2;1
Pinot Noir;SW3;2000-01-19 0:00:00;213;3;1
Riesling;NC2;2000-01-05 0:00:00;213;5;1
Zinfandel Blanc;NC3;2000-01-29 0:00:00;213;3;1
Claret;MC2;2000-01-20 0:00:00;213;4;1
Riesling;MC2;2000-01-25 0:00:00;213;4;1
Zinfandel Blanc de Noir;ME2;2000-01-09 0:00:00;214;2;1
Chardonnay;NC1;2000-01-08 0:00:00;214;2;1
Zinfandel Blanc;MC2;2000-01-09 0:00:00;214;4;1
Merlot;MW1;2000-01-20 0:00:00;215;4;1
Merlot;SW4;2000-01-27 0:00:00;215;2;1
Chablis;NC3;2000-01-12 0:00:00;215;4;1
Merlot;MC2;2000-01-07 0:00:00;215;5;1
Zinfandel Blanc;ME2;2000-01-12 0:00:00;216;2;1
Claret;SE2;2000-01-12 0:00:00;216;1;1
Claret;SE3;2000-01-10 0:00:00;216;3;1
Zinfandel Blanc de Noir;SW1;2000-01-11 0:00:00;216;4;1
Sauvignon Blanc;SW1;2000-01-20 0:00:00;216;5;1
Blanc de Blanc Brut;SW3;2000-01-07 0:00:00;216;5;1
Blanc de Blanc Brut;MC2;2000-01-27 0:00:00;216;3;1
Chardonnay;SE2;2000-01-04 0:00:00;217;3;1
Cabernet Sauvignon;MW1;2000-01-02 0:00:00;217;2;1
Chablis;MW3;2000-01-07 0:00:00;217;4;1
Blanc de Blanc Brut;SW3;2000-01-23 0:00:00;217;5;1
Claret;MC2;2000-01-25 0:00:00;217;3;1
Merlot;MC3;2000-01-02 0:00:00;217;2;1
Brut--Reserve;ME1;2000-01-03 0:00:00;218;2;1
Cabernet Sauvignon;SW1;2000-01-07 0:00:00;218;2;1
Zinfandel Blanc;SW3;2000-01-15 0:00:00;218;4;1
Zinfandel Blanc de Noir;NE2;2000-01-04 0:00:00;219;2;1
Merlot;ME1;2000-01-24 0:00:00;219;1;1
Riesling;SE1;2000-01-23 0:00:00;219;5;1
Cabernet Sauvignon;NW2;2000-01-06 0:00:00;219;2;1
Cabernet Sauvignon;MW3;2000-01-27 0:00:00;219;2;1
Cabernet Sauvignon;SW2;2000-01-05 0:00:00;219;2;1
Blanc de Blanc Brut;SW4;2000-01-25 0:00:00;219;5;1
Claret;MC1;2000-01-31 0:00:00;219;3;1
Claret;MC1;2000-01-31 0:00:00;219;4;1
Riesling;MW1;2000-01-07 0:00:00;220;5;1
Merlot;SW4;2000-01-15 0:00:00;220;5;1
Brut--Reserve;NC3;2000-01-24 0:00:00;220;4;1
Chardonnay;ME1;2000-01-29 0:00:00;221;4;1
Riesling;SE1;2000-01-04 0:00:00;221;5;1
Merlot;MW1;2000-01-16 0:00:00;221;4;1
Zinfandel Blanc de Noir;SW1;2000-01-02 0:00:00;221;5;1
Chardonnay;SW2;2000-01-02 0:00:00;221;2;1
Chardonnay;SW4;2000-01-15 0:00:00;221;5;1
Cabernet Sauvignon;NC2;2000-01-16 0:00:00;221;3;1
Zinfandel Blanc de Noir;MC1;2000-01-25 0:00:00;221;2;1
Cabernet Sauvignon;MC2;2000-01-18 0:00:00;221;2;1
Merlot;ME2;2000-01-01 0:00:00;222;3;0
Pinot Noir;SE1;2000-01-16 0:00:00;222;3;1
Sauvignon Blanc;SE3;2000-01-04 0:00:00;222;3;1
Merlot;NW2;2000-01-21 0:00:00;222;2;1
Brut--Reserve;MW3;2000-01-07 0:00:00;222;2;1
Claret;SW2;2000-01-30 0:00:00;222;5;1
Sauvignon Blanc;SW2;2000-01-03 0:00:00;222;3;1
Zinfandel Blanc;MC2;2000-01-12 0:00:00;222;2;1
Cabernet Sauvignon;MC1;2000-01-26 0:00:00;223;4;1
Brut--Reserve;SW1;2000-01-04 0:00:00;224;5;1
Chardonnay;NC1;2000-01-04 0:00:00;224;2;1
Brut--Reserve;MC1;2000-01-04 0:00:00;224;3;1
Claret;MC1;2000-01-23 0:00:00;224;2;1
Sauvignon Blanc;ME1;2000-01-26 0:00:00;225;3;1
Zinfandel Blanc de Noir;SE1;2000-01-09 0:00:00;225;1;1
Chardonnay;SE3;2000-01-09 0:00:00;225;1;1
Blanc de Blanc Brut;NW3;2000-01-04 0:00:00;225;4;1
Brut--Reserve;MW3;2000-01-18 0:00:00;225;2;1
Cabernet Sauvignon;SW2;2000-01-10 0:00:00;226;4;1
Claret;SW1;2000-01-20 0:00:00;227;4;1
Cabernet Sauvignon;SW4;2000-01-05 0:00:00;227;2;1
Chablis;NC3;2000-01-05 0:00:00;227;2;1
Sauvignon Blanc;NE3;2000-01-15 0:00:00;228;5;1
Merlot;ME1;2000-01-25 0:00:00;228;4;1
Riesling;ME1;2000-01-27 0:00:00;228;2;1
Riesling;ME2;2000-01-22 0:00:00;228;4;1
Riesling;MW2;2000-01-23 0:00:00;228;3;1
Pinot Noir;SW1;2000-01-16 0:00:00;228;5;1
Zinfandel Blanc;SW4;2000-01-14 0:00:00;228;4;1
Claret;ME1;2000-01-29 0:00:00;229;4;1
Zinfandel Blanc de Noir;SW2;2000-01-05 0:00:00;229;5;1
Sauvignon Blanc;SW2;2000-01-17 0:00:00;229;3;1
Chablis;NC1;2000-01-28 0:00:00;229;3;1
Sauvignon Blanc;ME1;2000-01-18 0:00:00;230;4;1
Chablis;ME1;2000-01-30 0:00:00;230;3;1
Riesling;ME2;2000-01-20 0:00:00;230;5;1
Zinfandel Blanc de Noir;SE2;2000-01-30 0:00:00;230;3;1
Pinot Noir;NW2;2000-01-30 0:00:00;230;1;1
Riesling;NW2;2000-01-04 0:00:00;230;1;1
Sauvignon Blanc;MW2;2000-01-25 0:00:00;230;3;1
Pinot Noir;MC1;2000-01-28 0:00:00;230;2;1
Claret;MC3;2000-01-07 0:00:00;230;4;1
Cabernet Sauvignon;SE1;2000-01-21 0:00:00;231;2;1
Chablis;MW1;2000-01-31 0:00:00;231;2;1
Blanc de Blanc Brut;SW1;2000-01-22 0:00:00;231;2;1
Zinfandel Blanc;SW3;2000-01-20 0:00:00;231;3;1
Blanc de Blanc Brut;NC1;2000-01-06 0:00:00;231;3;1
Merlot;NC1;2000-01-20 0:00:00;231;3;1
Merlot;NW3;2000-01-09 0:00:00;232;2;1
Blanc de Blanc Brut;MW3;2000-01-03 0:00:00;232;2;1
Blanc de Blanc Brut;SW1;2000-01-26 0:00:00;232;1;1
Riesling;SW1;2000-01-30 0:00:00;232;2;1
Sauvignon Blanc;MC1;2000-01-18 0:00:00;232;1;1
Merlot;MC3;2000-01-25 0:00:00;232;4;1
Cabernet Sauvignon;NW1;2000-01-14 0:00:00;233;4;1
Blanc de Blanc Brut;NW2;2000-01-16 0:00:00;233;2;1
Chardonnay;SW1;2000-01-25 0:00:00;233;2;1
Cabernet Sauvignon;SW3;2000-01-28 0:00:00;233;2;1
Claret;SW4;2000-01-01 0:00:00;233;1;0
Zinfandel Blanc;NW1;2000-01-21 0:00:00;234;1;1
Zinfandel Blanc;MC2;2000-01-24 0:00:00;234;5;1
Cabernet Sauvignon;SE3;2000-01-06 0:00:00;235;4;1
Riesling;NW3;2000-01-10 0:00:00;235;1;1
Claret;SW1;2000-01-21 0:00:00;235;4;1
Brut--Reserve;SW2;2000-01-02 0:00:00;235;1;1
Zinfandel Blanc de Noir;NC1;2000-01-09 0:00:00;235;4;1
Zinfandel Blanc;NC3;2000-01-17 0:00:00;235;5;1
Pinot Noir;NE1;2000-01-17 0:00:00;236;2;1
Brut--Reserve;SW1;2000-01-30 0:00:00;236;3;1
Claret;SW1;2000-01-16 0:00:00;236;3;1
Pinot Noir;NE1;2000-01-25 0:00:00;237;3;1
Sauvignon Blanc;ME2;2000-01-09 0:00:00;237;3;1
Zinfandel Blanc de Noir;SE1;2000-01-29 0:00:00;237;5;1
Riesling;NW3;2000-01-04 0:00:00;237;3;1
Cabernet Sauvignon;SW2;2000-01-04 0:00:00;237;2;1
Zinfandel Blanc de Noir;NC1;2000-01-09 0:00:00;237;2;1
Chablis;SE2;2000-01-26 0:00:00;238;4;1
Chardonnay;NW2;2000-01-12 0:00:00;238;3;1
Chardonnay;NW3;2000-01-06 0:00:00;238;5;1
Sauvignon Blanc;MW3;2000-01-29 0:00:00;238;3;1
Blanc de Blanc Brut;NE3;2000-01-04 0:00:00;239;3;1
Blanc de Blanc Brut;MW3;2000-01-18 0:00:00;239;3;1
Chablis;SW1;2000-01-02 0:00:00;239;4;1
Merlot;NE1;2000-01-29 0:00:00;240;1;1
Claret;NE1;2000-01-02 0:00:00;240;4;1
Blanc de Blanc Brut;NW1;2000-01-11 0:00:00;240;4;1
Sauvignon Blanc;NW2;2000-01-29 0:00:00;240;4;1
Cabernet Sauvignon;MW2;2000-01-07 0:00:00;240;3;1
Blanc de Blanc Brut;NC2;2000-01-26 0:00:00;240;4;1
Brut--Reserve;MC2;2000-01-31 0:00:00;240;3;1
Claret;MC3;2000-01-25 0:00:00;240;3;1
Cabernet Sauvignon;ME2;2000-01-09 0:00:00;241;3;1
Merlot;MW2;2000-01-28 0:00:00;241;3;1
Zinfandel Blanc de Noir;SW2;2000-01-08 0:00:00;241;5;1
Chardonnay;NC2;2000-01-28 0:00:00;241;2;1
Claret;NC3;2000-01-17 0:00:00;241;4;1
Merlot;MW3;2000-01-10 0:00:00;242;3;1
Zinfandel Blanc;NC3;2000-01-07 0:00:00;242;1;1
Chardonnay;NW2;2000-01-24 0:00:00;243;3;1
Blanc de Blanc Brut;MW1;2000-01-14 0:00:00;243;1;1
Claret;SW3;2000-01-15 0:00:00;243;4;1
Zinfandel Blanc de Noir;SW4;2000-01-08 0:00:00;243;5;1
Pinot Noir;MC2;2000-01-03 0:00:00;243;4;1
Sauvignon Blanc;NE2;2000-01-14 0:00:00;244;4;1
Zinfandel Blanc de Noir;ME2;2000-01-23 0:00:00;244;2;1
Sauvignon Blanc;NW2;2000-01-17 0:00:00;244;3;1
Merlot;MW3;2000-01-07 0:00:00;244;2;1
Sauvignon Blanc;SW2;2000-01-23 0:00:00;244;2;1
Pinot Noir;SW4;2000-01-24 0:00:00;244;4;1
Merlot;NC1;2000-01-02 0:00:00;244;1;1
Riesling;NC3;2000-01-19 0:00:00;244;2;1
Chardonnay;MW3;2000-01-31 0:00:00;245;4;1
Zinfandel Blanc;NC1;2000-01-21 0:00:00;245;2;1
Blanc de Blanc Brut;NC3;2000-01-18 0:00:00;245;5;1
Zinfandel Blanc;MC1;2000-01-10 0:00:00;245;5;1
Chardonnay;ME1;2000-01-12 0:00:00;246;3;1
Riesling;NW2;2000-01-17 0:00:00;246;2;1
Sauvignon Blanc;NW3;2000-01-03 0:00:00;246;1;1
Cabernet Sauvignon;SW1;2000-01-31 0:00:00;246;4;1
Chardonnay;SW1;2000-01-26 0:00:00;246;4;1
Riesling;SW2;2000-01-10 0:00:00;246;1;1
Chablis;SW2;2000-01-03 0:00:00;246;3;1
Chardonnay;NC3;2000-01-09 0:00:00;246;3;1
Brut--Reserve;NE2;2000-01-05 0:00:00;247;4;1
Chablis;MW1;2000-01-26 0:00:00;247;3;1
Claret;SW1;2000-01-31 0:00:00;247;1;1
Zinfandel Blanc de Noir;SW3;2000-01-24 0:00:00;247;1;1
Pinot Noir;MC3;2000-01-20 0:00:00;247;2;1
Brut--Reserve;NE1;2000-01-31 0:00:00;248;1;1
Chablis;NW1;2000-01-25 0:00:00;248;3;1
Cabernet Sauvignon;MW3;2000-01-15 0:00:00;248;3;1
Claret;SW1;2000-01-13 0:00:00;248;3;1
Claret;SW4;2000-01-14 0:00:00;248;3;1
Brut--Reserve;NC2;2000-01-14 0:00:00;248;3;1
Merlot;MC1;2000-01-26 0:00:00;248;4;1
Pinot Noir;MC1;2000-01-03 0:00:00;248;5;1
Brut--Reserve;MC2;2000-01-08 0:00:00;248;3;1
Blanc de Blanc Brut;NE2;2000-01-03 0:00:00;249;4;1
Cabernet Sauvignon;ME2;2000-01-13 0:00:00;249;3;1
Claret;SE1;2000-01-22 0:00:00;249;3;1
Riesling;NW3;2000-01-29 0:00:00;249;2;1
Cabernet Sauvignon;MC1;2000-01-08 0:00:00;249;5;1
Blanc de Blanc Brut;NE1;2000-01-21 0:00:00;250;2;1
Chardonnay;NE3;2000-01-26 0:00:00;250;1;1
Zinfandel Blanc de Noir;NW1;2000-01-03 0:00:00;250;3;1
Zinfandel Blanc de Noir;NW2;2000-01-22 0:00:00;250;3;1
Zinfandel Blanc;MW2;2000-01-19 0:00:00;250;5;1
Cabernet Sauvignon;SW2;2000-01-11 0:00:00;250;4;1
Claret;NC3;2000-01-05 0:00:00;250;2;1
Blanc de Blanc Brut;MC2;2000-01-27 0:00:00;250;5;1
Claret;NE2;2000-01-10 0:00:00;251;5;1
Cabernet Sauvignon;ME2;2000-01-28 0:00:00;251;2;1
Zinfandel Blanc;ME2;2000-01-04 0:00:00;251;2;1
Chardonnay;SW3;2000-01-12 0:00:00;251;4;1
Zinfandel Blanc de Noir;NE3;2000-01-07 0:00:00;252;3;1
Brut--Reserve;NW1;2000-01-25 0:00:00;252;3;1
Blanc de Blanc Brut;NW2;2000-01-13 0:00:00;252;2;1
Brut--Reserve;NW3;2000-01-03 0:00:00;252;4;1
Claret;SW2;2000-01-31 0:00:00;252;5;1
Zinfandel Blanc de Noir;MC2;2000-01-06 0:00:00;252;5;1
Chardonnay;MC2;2000-01-11 0:00:00;252;3;1
Chablis;MC2;2000-01-06 0:00:00;252;2;1
Pinot Noir;MC3;2000-01-30 0:00:00;252;3;1
Merlot;SE2;2000-01-18 0:00:00;253;2;1
Merlot;MW1;2000-01-13 0:00:00;253;1;1
Claret;MW2;2000-01-02 0:00:00;253;2;1
Chardonnay;SW2;2000-01-27 0:00:00;253;5;1
Sauvignon Blanc;SW2;2000-01-17 0:00:00;253;1;1
Pinot Noir;NC1;2000-01-04 0:00:00;253;5;1
Blanc de Blanc Brut;MC3;2000-01-11 0:00:00;253;5;1
Zinfandel Blanc de Noir;ME1;2000-01-28 0:00:00;254;2;1
Sauvignon Blanc;SE2;2000-01-03 0:00:00;254;1;1
Zinfandel Blanc;MW3;2000-01-01 0:00:00;254;1;0
Zinfandel Blanc de Noir;SW1;2000-01-21 0:00:00;254;4;1
Merlot;SW1;2000-01-03 0:00:00;254;2;1
Chardonnay;SW3;2000-01-11 0:00:00;254;2;1
Brut--Reserve;MC1;2000-01-28 0:00:00;254;4;1
Blanc de Blanc Brut;MC3;2000-01-25 0:00:00;254;4;1
Sauvignon Blanc;ME1;2000-01-07 0:00:00;255;4;1
Cabernet Sauvignon;MC3;2000-01-21 0:00:00;255;5;1
Chablis;MW2;2000-01-31 0:00:00;256;3;1
Brut--Reserve;SW2;2000-01-14 0:00:00;256;2;1
Cabernet Sauvignon;SW4;2000-01-14 0:00:00;256;2;1
Riesling;NC1;2000-01-12 0:00:00;256;1;1
Brut--Reserve;NC2;2000-01-11 0:00:00;256;1;1
Sauvignon Blanc;NW1;2000-01-09 0:00:00;257;2;1
Merlot;NW2;2000-01-11 0:00:00;257;2;1
Sauvignon Blanc;NW2;2000-01-14 0:00:00;257;5;1
Blanc de Blanc Brut;MW1;2000-01-25 0:00:00;257;2;1
Pinot Noir;MW1;2000-01-22 0:00:00;257;2;1
Merlot;NC3;2000-01-31 0:00:00;257;3;1
Pinot Noir;MC2;2000-01-16 0:00:00;257;4;1
Cabernet Sauvignon;NE2;2000-01-17 0:00:00;258;4;1
Sauvignon Blanc;NE3;2000-01-06 0:00:00;258;2;1
Zinfandel Blanc;SW2;2000-01-03 0:00:00;258;4;1
Blanc de Blanc Brut;SW4;2000-01-22 0:00:00;258;4;1
Zinfandel Blanc de Noir;MC3;2000-01-24 0:00:00;258;2;1
Zinfandel Blanc;MW1;2000-01-15 0:00:00;259;3;1
Brut--Reserve;SW3;2000-01-08 0:00:00;259;5;1
Pinot Noir;NC2;2000-01-20 0:00:00;259;2;1
Pinot Noir;NC2;2000-01-14 0:00:00;259;3;1
Blanc de Blanc Brut;NC3;2000-01-08 0:00:00;259;2;1
Zinfandel Blanc de Noir;NE1;2000-01-28 0:00:00;260;2;1
Sauvignon Blanc;SW2;2000-01-21 0:00:00;260;4;1
Merlot;NC2;2000-01-08 0:00:00;260;4;1
Cabernet Sauvignon;MC1;2000-01-23 0:00:00;260;2;1
Sauvignon Blanc;MC1;2000-01-27 0:00:00;260;2;1
Chablis;MC1;2000-01-08 0:00:00;260;4;1
Blanc de Blanc Brut;NE3;2000-01-06 0:00:00;261;4;1
Sauvignon Blanc;SW1;2000-01-29 0:00:00;261;4;1
Claret;NW3;2000-01-17 0:00:00;262;1;1
