kunde,artikel,artikelbezeichnung
00731,1906,"Apple Remote Desktop v2/DE CD Mac unli u Apple Remote Desktop v2.0 CD Mac Un"
00731,2006,"Cisco 2600 IOS Enterprise Remote Site Se Cisco 2600 IOS Enterprise Remote Si"
00731,1048,"David MX 100 Accounts 7 dt CD Win + 4p David MX 100 Accounts 7 dt CD Win +"
00275,2224,"HV Map 2005 dt. CD WNT HV Map 2005 dt. CD WNT Händlerversi"
00275,683,"AcuLaser C4100 Festplatte 20GB EPSON Acu"
00275,441,"Avirus Multi Prot SB R4/FR CD W32 10u AntiVirus SMB MULTI Tier Protection"
00275,414,"""Belinea 103052 17"""" FST .25 97kHz TCO03 B"""""""
00275,2630,"D925XBCLK,mATX,925X,DDR2,LGA775 Bulk MB "
00275,1687,"CAD UG LDT 2005 NLS v. LDT 3 eng.+Subs. CAD UG LDT 2005 NLS v. LDT 3 eng. M"
00275,286,"Backup Exec 9.1 W2NT SBS LEO Backup Exec SBS Library Expansion O"
00275,204,"SW Client Security SMB 1.1 dt. 25U CD W3 Symantec 10073461-GE"
00312,615,"FrameMaker 7.1 dt. CD Unix FrameMaker 7.1 dt. CD Unix 7.1/ de"
00312,2300,"Color LaserJet 5550DTN 160MB 28S HP Colo"
00312,197,"661FX-M v1.0,S478,SIS661,MATX MB 661FX-M"
00312,101,"GLP Solution Kit für Re-Order Storage GLP Solution Kit für Re-Order Stora"
00312,203,"Deploycenter Library v2/DE CD W32 25u Deploycenter Library 2 DT. CD W32"
00312,1561,"""LCD Display 17"""" Acer AL1731m 430:1 S-Vid"""""""
00062,248,"ColorLaserJet2500 A4 USB PAR Fujitsu-Si"
00062,1496,"CUG Architectural Desktop 2004 v. LT dt. Architectural Desktop 2004 CrossUG"
00062,1937,"Apple Keynote/DE CD Mac Apple Keynote CD Mac german 1.0/ d"
00062,12,"MSI FX5200LE-TD128 GFFX 128MB DDR RTL AG"
00579,1425,"AntiVirus MTP SMB R4 ES CD 25U AntiVirus SMB MULTI Tier Protection"
00579,1780,"SW Macromedia Flash MX 2004 D nutzen Sie die Graceperiod - jetzt"
00579,2470,"LaserJet 4200LN 48MB 28S 1200dpi dt. HP "
00579,1234,"AutoCAD 2005 nord. Vollversion AutoCAD 2005 nord. Vollversion meh"
00398,725,"""LCD Display 18"""" CY 866 TCO 99 Panel-Typ """""""
00398,392,"D915PCY/LGA775 ATX DDR2 MB D915PCY/LGA77"
00398,493,"SW MS Windows_XP Pro SB eng. englisch !!!, Microsoft E85-00993"
00398,1519,"Flash Comm Svr MX v1.5 Pers Ed/EN CD NFR Flash Comm Server MX 1.5 EN Persona"
00742,160,"Lexware Urlaubskartei 2004 4.0 dt CD Lexware Urlaubskartei 2004 4.0 dt C"
00742,2178,"VGA MSI GeForce FX5700LE -TD128MB DDR VG"
00742,1390,"x335 Xeon 2.8 512MB o. HDD CD LAN IBM x3"
00742,1618,"Crystal Reports Pro Eval 10 e. CD 30 Tg Crystal Reports Pro Eval 10 e. CD"
00742,1199,"LIG BAB R11 Oracle Ag +3Yr Enterpr Mnt GLP Brightstor Arcserve R11 Oracle"
00742,453,"x345 Xeon 3.06 512MB no HDD IBM x345 Xeo"
00742,1136,"LIG BAB R11 NAS Option +3Yr Value Mnt GLP Brightstor Arcserve R11 NAS Opt"
00774,2673,"LIG BAB R11 Clt Ag NW +1Yr Value Mnt GLP Brightstor Arcserve R11 Client"
00774,1332,"Li/Chrystal Reports Adv.Dev v.10 EFIGS B Li/CRYSTAL REPORTS 10, Advanced Dev"
00774,2490,"VGA Matrox G200 Multi-Monitor PCI VGA Ma"
00323,1854,"SW Veritas Backup Exec 9.1 W2NT MS Excha Backup Exec MS Exchange +Clt v9.1/"
00323,744,"LIG BAB R11 NAS Option +2Yr Value Mnt GLP Brightstor Arcserve R11 NAS Opt"
00323,458,"Inventor Proffes. 9 NLS Add.Lic.+Subsdt. Inventor Professional 9 NLS Add.Lic"
00323,605,"BrightStor ARCserve v9 LX e. Oracle BrightStor ARCserve v9 Linux e. Ora"
00323,2239,"D915PCML/mATX 915P DDR2533 LGA Bulk MB D"
00477,1076,"""170B4BS 17"""" TFT.264 DVI-I/VGA TCO99 170B4"""""""
00477,885,"EN5750/TD/128 GF PCX5750 128MB DDR PCI-E"
00477,1719,"BrightStor ARCserve R11 W2NT e. SAP/R3 BrightStor ARCserve R11 W2NT e. SAP"
00477,2415,"Cisco 3600 IP/IPX/AT/DECnet/FW Plus FP Cisco 3600 IP/IPX/AT/DECnet/Firewal"
00477,1059,"AntiVirus SMB WS+NSvr 8.1 fr. 10U AntiVirus SMB WS+NSvr 8.1 fr. 10U"
00050,2219,"Care Pack LaserJet 9500 HP Care Pack Col"
00050,58,"Lasejet 2300N, 48MB 24ppm A4 1200dpi, dt"
00599,1393,"BrightStor ARCserve v9 NW dt. DRO BrightStor ARCserve v9 NW e. DRO D"
00599,1220,"Borland Studio for C++ e. CD W32 Borland Studio for C++ e. CD W32"
00599,72,"Architectural Studio 3.1 dt. CD WNT Architectural Studio 3.1 dt. CD WNT"
00176,728,"SW Tobit Faxware 7 for NetWare und W32 d +25 User Start License Tobit 82062"
00176,2351,"E7505 Master-LS2 2x Xeon E-ATX 8GB MB E7"
00176,521,"""LCD Display 17"""" BenQ FP767 VERS.2 17 """" L"""""""
00176,2549,"Acrobat Capture 3.0 Cluster/1 Proc e.Win Acrobat Capture 3.0 Cluster/1 Proc"
00772,2159,"IOS f 7200 Ser IP to Desktop IBM/EN IOS f 7200 Ser IP to Desktop IBM/EN"
00772,877,"eTrust Avirus v7.1/DE CD WNT 1u eTrust Antivirus v7.1 dt. - 1 User"
00772,47,"AutoCAD SUBS.Wiederaufnahme 2Jahre AutoCAD SUBS.Wiederaufnahme 2Jahre"
00772,1008,"Cisco 2600 Ser IOS ENT PLUS Feature Pack Cisco 2600 Ser IOS ENT PLUS Feature"
00122,2124,"Crystal Analysis Pro Eval 10.0 mll CD Crystal Analysis Pro Eval 10.0 mll"
00122,1058,"VGA PARHELIA HR256 512GPU 256MB DDR PCI "
00122,2157,"MS Win Serv.f.Small Bus. 2003 dt. CD 5u MS Windows Server for Small Busines"
00122,1797,"AutoCAD LT Bibliothek Innenarchitektur AutoCAD LT Bibliothek Innenarchitek"
00122,118,"""Monitor 19"""" /47cm Iiyama LS902UT, 95Khz V"""""""
00122,230,"""LCD Display 19"""" NEC 1980SX-BK 19 """"/ digi"""""""
00684,2286,"GLP Up/ARCs v9-2000WG Adv>R11/NON +1Yr GLP Up Brightstor Arcserve R11 Serv"
00684,2574,"LaserJet2300D A4 USB PAR (AR)(EN) 110 V "
00684,2424,"CUG Inv.Series9v.LT2000i/02/04/05dt.Folg CUG Inv.Series 9 NLS v. LT dt. von"
00684,1592,"HP IPAQ H3950 PocketPC2003 Upgrade Dtsch IPAQ H3950 Pocket PC2003 Upgrade De"
00684,1179,"Lexware Lohnauskunft Netz 2004 12.0 dt Lexware Lohnauskunft Netz 12.00 200"
00684,2014,"Backup Exec 9.1 W2NT SAN Shared Storage Backup Exec SAN SSO v9.1/Multilingu"
00684,2680,"Li/Bdl Chrystal Ent v10 EFIGS 5u Li/CRYSTAL ENTERPRISE 10 Pro, Win,"
00684,968,"SW Norton InternetSec/Ghost 2003 Bundle dt. CD W32, Norton Internet Securit"
00684,959,"""LCD Display 17"""" NEC 1760NX-BK silber/sch"""""""
00565,1440,"AutoCADLT Bibliothek Kartografie dt. AutoCAD LT Bibliothek Kartographie"
00565,383,"Monitorlautsprecher (PX-61SP1U) f. PX-61"
00565,1281,"BrightStor ARCserve v9 e. Open File NW BrightStor ARCserve v9 e. Open File"
00565,476,"GLP UP BrightStor ARCs v9 NW dt. Server GLP UP BrightStor ARCs v9 NW dt. Se"
00629,1511,"InDesign CS 3.0 e. CD Mac InDesign CS 3.0 e. CD Mac 3.0/ eng"
00629,1523,"Li Enhanced FtPk v5.x f Cat 5K e. 1u Catalyst 5K Rel. 5.x SW Lic, Enhanc"
00629,1172,"BrightStor ARCserve v9 NW e. Server BrightStor ARCserve v9 NW e. Server"
00629,2048,"ADT SUBSKRIPTION dt (3Jahre) ADT SUBSKRIPTION 1 Jahr dt. Wartung"
00629,1182,"D865GLC/mPGA478 i865G uATX AGP8x MB D865"
00629,774,"ColorLaserJet4650DTN A4 color USB PAR NI"
00527,1058,"VGA PARHELIA HR256 512GPU 256MB DDR PCI "
00527,749,"Cisco 2600 v12208T/ IP IOS IPSEC 3DES Cisco 2600 v12208T/ IP IOS IPSEC 3D"
00527,2371,"LIG BAB R11 e. SAP/R3 GLP Brightstor Arcserve R11 e. SAP/"
00527,809,"Lasejet Color 5500 A3, 96MB 22S 600x600 "
00527,2232,"""LCD Display 17"""" FSC C17-2 30-96kHz TCO99"""""""
00527,1652,"SW SVS- Prime Support Connect add 1Y multi, 10 User Prime Support Connec"
00527,577,"COLOR LASERJET 9850 MFP A3, max. 51 ppm,"
00527,2457,"Lasejet Color 2550LN 64MB 19S A4 Laser c"
00166,1451,"Backup Exec 9.1 NW Open File Backup Exec 9.1 NW Open File OPEN"
00166,2145,"Cisco 3640 Ser IOS IP/IPX/APPLETALK PLUS Cisco 3640 Ser IOS IP/IPX/APPLETALK"
00166,1706,"Architectural Desktop 2004 dt. CDWNT Architectural Desktop 2004 dt. CD W"
00166,442,"""LCD Display 17"""" LG L1715S .264 TCO99 128"""""""
00166,1752,"LDT 3 NLS Sidegrade dt. CD LDT 3 NLS Sidegrade dt. CD Einzelpl"
00166,147,"VGA Radeon 9600SE TD128 128MB AGP 8X DVI"
00608,515,"Cisco 2600 Enterprise/FW Plus 3DES FP Cisco 2600 Enterprise/Firewall Plus"
00608,1211,"EPL-6200N 8MB 20ppm 1200dpi A4 EPSON EPL"
00608,1923,"Care Pack 12Plus f.Color LaserJet HP Car"
00608,1643,"CQ OS,UNIX,Xenix CQ OS,UNIX,Xenix"
00608,1572,"x306 P4 3.0 512MB o. HDD CD IBM x306 P4 "
00272,2100,"""Monitor 17"""" /43cm IIYAMA LM704UT, 70KHz V"""""""
00272,2446,"HD Atlas 10K V/300GB U320 80pin 10krpm H"
00272,246,"BrightStor ARCserveR11.1 W32 Image Opt BrightStor ARCserve R11 W2NT Image"
00272,64,"SW CA eTrust InoculateIT 6.0 dt. W2NT WG ed 5 Clients, Computer Associates I"
00272,2257,"HD DiamondMax/80GB SATA150 7200 8MB Ret "
00672,1919,"BrightStor ARCserve v9 NW e. Image Opt BrightStor ARCserve v9 NW e. Image"
00672,1589,"Inventor Series 8 NLS Add.Lic.dt. Inventor Series 8 NLS Add.Lic. AIS"
00672,798,"Delphi Architect 8 dt. CD W32 Delphi Architect 8 dt. CD W32 Delp"
00672,1559,"Architect. Desktop2005NLSdt.Legacy Folge Archit. Desktop 2005 NLS dt. Legacy"
00672,1129,"73.4GB 10KRPM 2GB FC HS SL HDD F/ EXP700"
00266,2659,"EPL-N3000DT 34S.1200dpi A4 inkl. EPSON E"
00266,1393,"BrightStor ARCserve v9 NW dt. DRO BrightStor ARCserve v9 NW e. DRO D"
00266,1495,"Cisco 2600 Series IOS IP/IPX/AT/DEC FP Cisco 2600 Series IOS IP/IPX/AT/DEC"
00266,1109,"SO-A MSI K7N2Delta-L nForce2 DDR 400, AT"
00266,1912,"MS Windows XP Home Ed+SP2/EN CD MS Windows XP Home Ed+SP2/EN CD in"
00266,2595,"SW CA eTrust Antivirus v7 e. 5user Computer Associates ETRAVE7005BPME"
00266,779,"Architectural Desktop 3.3 NLS dt. CD WNT Architectural Desktop 3.3 NLS dt. C"
00004,173,"Care Pack Color LaserJet 5500,8550 3J HP"
00004,2638,"Cisco 800 Series IOS IP/IPX/FW PLUS IPSE Cisco 800 Series IOS IP/IPX/FW PLUS"
00004,1017,"Creative Suites Std 1.1 e. CD Mac Creative Suites Std 1.1 e. CD Mac -"
00153,2363,"Cisco 2600 IP Plus IPSEC 3DES FP Cisco 2600 IP Plus IPSEC 3DES Featu"
00153,1510,"""170S5FS/17"""" TFT .264 82kHz TCO03 silver """""""
00153,1141,"EAX600XT/TD/128 RADEON X600XT 128MB DDR "
00153,1737,"Lasejet 4200TN 64MB 33S 1200dpi dt. Lase"
00153,1216,"CUGMechan.2004DXNLSv.LT2004/i/02dtFolge CUG Mechanical2004 DX NLS v.LT 2004"
00153,2587,"CUGInv.Serie6NLSv.ACAD2000i/02dt.Folge. CUG Inventor Series 6 NLS v . Auto2"
00292,2655,"Cisco 800 IP/ Firewall Feature Pack Cisco 800 IP/ Firewall Feature Pack"
00292,1700,"AT-AR700 Security Pack Upgrade AT-AR700 Security Pack Upgrade (PKI"
00292,1187,"Laserjet1015 A4 USB Fujitsu-Siemens "
00292,635,"Inventor Series NLS Sidegrade Gebühr Inventor Series NLS Sidegrade Gebüh"
00261,196,"AT-AR700 serie Advanced Layer 3 Upgrade AT-AR700 serie Advanced Layer 3 Upg"
00261,972,"Cheatcode S f PS-2 Cheatcode S f PS-2"
00261,1008,"Cisco 2600 Ser IOS ENT PLUS Feature Pack Cisco 2600 Ser IOS ENT PLUS Feature"
00261,2304,"FrameMaker 7.1 e. CD Unix FrameMaker 7.1 e. CD Unix 7.1/ eng"
00261,1069,"Cisco 2600XM Ser IOS ENT PLUS Feature Pa Cisco 2600XM Ser IOS ENT PLUS Featu"
00377,1099,"VGA V9570/TD/128/AGP 8x 128MB DDR FX5700"
00377,2155,"MS Windows XP Pro sp. CD MS Windows XP Pro sp. CD"
00377,547,"ISDN MPR for Win NT - BRI - engl. ISDN MPR f. Win NT - BRI engl."
00377,1206,"P4 Intel Server S875WP1 ATX Chipsatz Int"
00377,258,"FSC Softw. WinDVD, Software Player FSC Software WinDVD, Software Playe"
00377,2414,"BrightStor ARCserveR11.1 CltAg e. MAC OS BrightStor ARCserve R11 Clt AG e. M"
00365,2654,"CUG Archit. Desktop2004 NLSv.LTdt.Master ADT 2004 CrossUG NLS von LT dt. CD"
00365,1607,"eLearning Suite v7/EN CD CrPf eLearning Suite Com. v 7.0 EN"
00365,1343,"845E Master-LRM P4 2GB IDE RAID GBLan MB"
00365,1117,"Enterprise Studio for Java 7 EN Lic Pack Enterprise Studio for Java 7 EN Lic"
00147,656,"LaserJet 9050N/NON 128MB 50ppm A4/A3 HP "
00147,46,"Cisco 3600 IP/IPX/AT/DECnet Feature Pack Cisco 3600 IP/IPX/AT/DECnet Feature"
00147,1730,"Lexware Business Off PRO 2004 3.0 dt CD Lexware Business Office PRO 3.0 200"
00147,1577,"LIG BAB R11 e. Clt Ag LX +2Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00147,1898,"HDD 36.4 GB Ultra 160 HS 15Krpm IBM HDD "
00147,1538,"SW Norton AntiSpam 2004 1.0 dt. CD W32 Symantec 10111954-GE"
00491,514,"Li/Chrystal Reports Prof v.10 EFIGS B Li/CRYSTAL REPORTS 10, Professional"
00491,65,"x255 Xeon 2.7 1GB nHD CD LAN IBM x255 Xe"
00491,1647,"SW MS Windows_2000 SB Clients dt. 5er (5 Clients), MS KC78-00688"
00491,356,"CUGMechan.2004DXv.A2000i/02NLSdt.Master CUG Mechanical 2004 DX v. AutoCAD 2"
00491,54,"HV David MX 100 Accounts 7 dt CD Win4p Nur f. Händlereigeneinsatz! Erweite"
00491,2668,"Contribute v2/DE CD WIn 10u Contribute Win 10 pack Com. DE V2."
00369,2568,"HD Ext. Storage One Touch 160GB FW&USB2."
00369,810,"CUGInv.Serie6NLSv.ACAD2000i/02dt.Master CUG Inventor Series 6 NLS v . Auto2"
00369,1197,"Cisco 2600 IP/IPX/AT/DEC PLUS Feat. Pack Cisco 2600 IP/IPX/AT/DEC PLUS Featu"
00369,2410,"TOP x345 Xeon 2.8 2x512MB nHDD RACK IBM "
00333,2529,"Cisco 2600 Ser IOS IP/IPX/APPLETALK Cisco 2600 Ser IOS IP/IPX/APPLETALK"
00333,1826,"Lasejet 2300L dt. 32MB 19ppm A4 Lasejet "
00333,366,"Cisco 2600 IOS IP Plus Feature Pack Cisco 2600 IOS IP Plus Feature Pack"
00333,91,"DVD Studio Pro v3 CD Mac german DVD Studio Pro v3 CD Mac german V3"
00333,19,"Color LaserJet 5550DN 160MB 28S HP Color"
00165,608,"755-A2,S754,SIS755,ATX MB 755-A2 Socket "
00165,1072,"EU-Überweisungen 1.0 dt CD Win EU-Überweisungen 1.0 dt CD Win V1."
00165,2556,"PERSONAL STORAGE ONETOUCH MAC Formatiert"
00165,2277,"BrightStor ARCserve v9 NW e. DRO BrightStor ARCserve v9 NW e. Disast"
00165,1200,"CUGAIS8v.A200i/02/MechPPMDT/I5dtNLSFolge CUG Inv.Series8NLSv.ACAD04/2000i/02"
00165,652,"CUGMap2005NLSv.MapSeries2004/6/5dtMaster CUG Map 2005 NLS von Map Series 200"
00165,991,"D845GLVAL,S478,i845GL,mATX,DDR266,400 D8"
00229,945,"Land Desktop 2004 NLS engl. Land Desktop 2004 NLS engl. Netzwe"
00229,25,"Bor Together Control Center 6.1EN CD Bor Together Control Center 6.1EN C"
00229,1922,"MS Windows XP Home Ed. ung. CD MS Windows XP Home Ed. Ung.. CD"
00229,362,"SW Tobit David XL Start Lic 1Port 25User WIN/NW, deutsch/ Lieferformat: Box/"
00229,923,"""LCD Display 19"""" Neovo S19 schwarz Die me"""""""
00229,798,"Delphi Architect 8 dt. CD W32 Delphi Architect 8 dt. CD W32 Delp"
00174,1888,"x235 Xeo 2.8 512MB noHD Tower IBM x235 X"
00174,1150,"Backup Exec 9.1 W2NT Remote AG NW 1er Backup Exec Remote Agent NW Svr v9."
00174,498,"LIG BAB R11 Clt Ag Win +1Yr EnterprMnt GLP Brightstor Arcserve R11 Client"
00169,411,"LIG BAB R11 MS SQL +1Yr Value Mnt GLP Brightstor Arcserve R11 MS SQL"
00169,1299,"OSB/ MS Win 2000Server dt. CD+SP4 1P OSB/ MS Win 2000 Server dt. CD +SP4"
00169,2264,"Backup Exec 9.1 W2NT Admin Plus Pack Opt Backup Exec Admin Plus Pack Option"
00169,579,"LaserJet4300DTN A4 PAR Fujitsu-Siemens "
00169,1158,"Lasejet 5100DTN 32MB 22S 1200dpi A3 Lase"
00169,2430,"SW Veritas Backup Exec 9.1 W2NT Lotus Do Backup Exec Lotus Domino + Client A"
00135,2483,"GLP UP BrightStor ARCs v9 NW dt. Srv +1 GLP UP BrightStor ARCs v9 NW dt. Sr"
00135,2299,"SW MS Windows 98 DSP 2. Edition CD dt. incl. Internet Explorer 5, DSP-Vors"
00135,2375,"LIG BAB R11 e. für LT und DT 10user GLP Brightstor Arcserve R11 e. für"
00135,1265,"""Monitor 21"""" /53cm Viewsonic G220f, 110kHz"""""""
00135,2457,"Lasejet Color 2550LN 64MB 19S A4 Laser c"
00438,1712,"HDD 36.4 GB U320 10000RPM IBM HDD 36.4 G"
00438,1424,"SW Borland C++ Builder Pro. 6.0 dt. W32 CD, Borland CPB1360GEFS180 6.0/ de"
00438,767,"AntiVirus SmallBusiness v9/IT CD 25U Win AntiVirus SMB 9.0 IT.CD 25USER"
00438,476,"GLP UP BrightStor ARCs v9 NW dt. Server GLP UP BrightStor ARCs v9 NW dt. Se"
00438,513,"BrightStor ARCs Oracle R11.1/NON CD W2NT BrightStor ARCserve R11 W2NT Oracle"
00438,1310,"GLP UP BrightStor ARCs v9 NW dt. Srv +1 GLP UP BrightStor ARCs v9 NW dt. Sr"
00140,1422,"Delphi 8 Archit Ed Small Team F/S e. CD Delphi 8 Archit Ed Small Team F/S e"
00140,2567,"MS SBS Sv 2003 Trans Pack dt CD DVD 5Clt MS SBS Sv 2003 Trans Pack dt CD DVD"
00140,1959,"""LCD Display 23"""" LG L2323T 66kHz TCO99 DV"""""""
00140,510,"Client Sec 2 GPWR Prot. B.Pack IT CD 5U Client Security 2.0 BUSINESS PACK G"
00140,1585,"VGA AGP_128MB Matrox PARHELIA-512GPU DH "
00624,1465,"60GB HDD HighSpeed IDE Thinkpad IBM 745."
00624,2595,"SW CA eTrust Antivirus v7 e. 5user Computer Associates ETRAVE7005BPME"
00624,876,"CAD Land Desktop 2005 NLS engl.Folgel. CAD Land Desktop 2005 NLS engl.Folg"
00624,173,"Care Pack Color LaserJet 5500,8550 3J HP"
00624,2437,"D848PMB,S478,i848P,mATX,DDR400, AGP8x MB"
00711,2019,"P4 Gigabyte 8KNXP ,Intel 875P,478 Socket"
00711,660,"SW pcAnywhere Host und Remote 11.0 10U dt. CD 10User W32 (2 Remote + 10 Ho"
00711,1344,"LaserJet 9065MFP 64MB 65ppm A3 HP LaserJ"
00711,1563,"Acrobat Capture 3.0 mll CD Win DNGRP 20K Acrobat Capture 3.0 e CD multi DNGR"
00711,1643,"CQ OS,UNIX,Xenix CQ OS,UNIX,Xenix"
00439,2205,"CUGAIS9Proff.vACAD05/04/i/02/M/PPNLS+Sdt CUGInventor Proffesional 9 NLS v.Au"
00439,64,"SW CA eTrust InoculateIT 6.0 dt. W2NT WG ed 5 Clients, Computer Associates I"
00439,1688,"Deploycenter Library v2/DE CD W32 10u Deploycenter Library 2 DT. CD W32"
00354,13,"eTrust Avirus v7.1/EN CD WNT 25u eTrust Antivirus v7.1 e. 25user Inc"
00103,1616,"LIG BAB R11 Clt Ag NW +3Yr EnterprMnt GLP Brightstor Arcserve R11 Client"
00103,881,"Land Desktop 2005 engl. Legacy Folgel. Land Desktop 2005 engl. Legacy Folg"
00103,116,"SW Adobe Creative Suites Premium UP E Upsell von Adobe Photoshop - inkl."
00103,1062,"Flash Com Svr.MX1.5 EN Pro.Ed.Com.Cap.Pk Flash Comm Server MX 1.5 EN Profes"
00421,1532,"C++Builder X Personal CD only dt. CD W32 C++BuilderX Perssonal CD onyl dt. C"
00421,1751,"LIG BAB R11 Clt Ag NW +2Yr EnterprMnt GLP Brightstor Arcserve R11 Client"
00421,2240,"925X Neo Plat. LGA775 PC54G PCIX MB 925X"
00542,16,"Cisco 3620 IOS IP PLUS Feature Pack Cisco 3620 IOS IP PLUS Feature Pack"
00542,2017,"iGrafx FlowCharter 2003 e. CD W32 iGrafx FlowCharter 2003 e. CD W32"
00506,1798,"""LCD Display 15"""" HP L1502 TCO99 HPTC 15"""" """""""
00506,565,"CUG Arch. Desktop 2005NLSv.LTdt.Folgel. ADT 2005 CrossUG NLS von LT dt. v."
00506,2344,"865PE Neo2-PFS ATX S478 S-ATA FSB800 MB "
00506,2057,"XEON/S604 Intel SWV2 2xPEX IDE MPGA FSB5"
00506,2675,"VGA 128MB FX5700 Asus V9570/TD GF DDR AG"
00506,2587,"CUGInv.Serie6NLSv.ACAD2000i/02dt.Folge. CUG Inventor Series 6 NLS v . Auto2"
00385,1298,"LDT 2004 NLS Sidegrade engl. CD LDT 2004 NLS Sidegrade engl. CD Ein"
00385,166,"SW AutoCAD LT 2004 dt. CD WNT Einsteiger r, 2004/ deutsch/ Vollversion/ Form"
00385,2104,"x345 Xeon 2.8 512 MB nHDD CD IBM x345 Xe"
00385,485,"VGA Radeon 9550SE-TD128 AGP8x 128MB VGA "
00627,2494,"Ful Fontographer 4.1 Win English Fontographer 41 EN Win Full 4.1/ e"
00627,797,"SW Lexware Financial Off PRO 2004 4 dt C Lexware Financial Office PRO 4.0 20"
00627,1162,"""LCD Display 17"""" Viewsonic VP171b 16ms DV"""""""
00627,691,"VGA AGP 128MB ASUS V9520/TD ASUSTEK V952"
00627,1535,"AutoCAD LT Bibliothek Haustechnik dt. AutoCAD LT Bibliothek Haustechnik d"
00627,469,"Cisco 3725 IOS IP/FW/IDS PLUS IPSEC 3DES Cisco 3725 IOS IP/FW/IDS PLUS IPSEC"
00228,1217,"VGA A9600/XT/TD/AGP 8x 128MB DDR,2xVGA V"
00228,33,"AutoCAD LT 2005 EN CD WNT AutoCAD LT 2005 engl. CD WNT für Ei"
00228,682,"D865GBF,S478,i865G,ATX, DDR400 MB D865GB"
00228,2432,"SW SuSE Linux Prof 9.1 dt CD Professional Ausführung / 9.1/ deut"
00228,2479,"ColorLaserJet4600DN A4 PAR Fujitsu-Siem"
00228,1165,"Lexware Zusatzlizenz für PRO-Line 15u 15er Lizenz pro-Reihe 1.0 dt. Win N"
00228,2531,"CUG Mechan.2005v..ACAD2000iNLSdt.Folge CUG Mechanical 2005 v. AutoCAD 2000"
00105,2349,"FSC RV Diagnosis RX300 FSC RV Diagnosis RX300 für PRIMERG"
00105,2312,"SW Corel iGrafx FlowCharter 2003 dt. CD Corel FC3GER0 2003/ deutsch/ Vollv"
00322,61,"HD DiamondMax/200GB SATA150 7200 8MB Ret"
00322,1547,"AutoCAD 2002 dt. CD WNT AutoCAD 2002 dt. CD WNT"
00322,718,"""Monitor 17"""" /43cm Acer FST AF715 98kHz CR"""""""
00322,1209,"Cisco 3725 Ser IOS IP PLUS Feature Pack Cisco 3725 Ser IOS IP PLUS Feature"
00322,2635,"Cisco 1600 IP/IPX/AT/IBM Plus Feature Cisco 1600 IP/IPX/AT/IBM Plus Featu"
00322,2185,"VGA 32MB Millennium G550 DH Bulk ! Matr"
00160,1220,"Borland Studio for C++ e. CD W32 Borland Studio for C++ e. CD W32"
00160,542,"IPSec Client 25 User High Security Pack IPSec Client 25 User High Security"
00160,326,"DIAMONDMAX 10 300GB IDE Kapazität: 300 G"
00160,2411,"MILLENNIUM G450 DH 32MB DDR 32MB DDR, PC"
00160,1103,"V9570/TD/P/256M GF FX5700 256MB DDR AGP "
00367,1000,"Lasejet Color 5500DN/DE 96MB 22S A3 600x"
00367,336,"Crystal Reports Pro 10.0 mll CD Win Crystal Reports Pro 10.0 mll CD Win"
00367,1525,"P4P800/SE GDS478 i865PE LAN ATX,4xDDR Du"
00117,1092,"VGA MSI GeForce FX5200-VT128 AGP8x VGA M"
00117,1875,"CUG ADT3.3 v.AutoCAD02/2000i eng. CUG ADT3.3 v.AutoCAD02/2000i engl."
00117,2510,"CQ OS,UNIX,Xenix CQ OS,UNIX,Xenix"
00117,67,"LIG BAB R11 OLO +2Yr Value Mnt GLP Brightstor Arcserve R11 Optical"
00117,2108,"Samsung HD Multi Bay-Rahmen f 2. HD Sams"
00117,1964,"""LCD Display 17"""" Benq FP783 81kHz TCO99 1"""""""
00117,1624,"SW OmniPage Pro 14 Standard dt. CD W32 14.0/ deutsch/ Vollversion/ Format:"
00117,482,"3D VIZ 4.0 ital. CD WNT 3D VIZ 4.0 ital. CD WNT"
00455,1098,"""LCD Display 15"""" AOC LM-520A m. Speaker A"""""""
00455,638,"Care Pack 12Plus HP LaserJet3500,3700 HP"
00455,1465,"60GB HDD HighSpeed IDE Thinkpad IBM 745."
00590,1131,"GLP eTrust Antivirus v7 dt. über 750u +1 GLP eTrust Antivirus v7 dt. über 75"
00590,1559,"Architect. Desktop2005NLSdt.Legacy Folge Archit. Desktop 2005 NLS dt. Legacy"
00590,710,"VGA Millennium G450 AGP DH 32MB Bulk1er "
00590,1501,"Acrobat Capture 3.0 e. CD Win 20K PP Acrobat Capture 3.0 e. CD Win 20K P"
00562,2012,"D925XBCLK,mATX,925X,DDR2-533,LGA775 MB D"
00476,10,"D865GBFLK,S478,i865G,ATX,DDR,4GB,Bulk D8"
00476,2538,"LIG BAB R11 OLO +1Yr Value Mnt GLP Brightstor Arcserve R11 Optical"
00337,525,"IPSec Client 5 User High Security Pack IPSec Client 5 User High Security P"
00337,268,"ColorLaserJet3500 A4 PAR Fujitsu-Siemen"
00337,2588,"VGA PARHELIA512GPU PCI DH 256MB Bulk VGA"
00337,1593,"Lasejet Color 4600N 96MB 16S 600dpi A4 6"
00620,2461,"CUGInv.Ser.9NLSv.LT2000i/02/04/05dt.Mast CUG Inv.Series 9 NLS von LT dt. von"
00620,1713,"Lasejet 2300D, 48MB 24ppm A4 1200dpi Las"
